Wall time,Step,Value
1565732529.6652887,11510,1.109689474105835
1565732530.7172956,11520,1.1194496154785156
1565732531.7395105,11530,1.1976200342178345
1565732533.7774909,11550,1.1434037685394287
1565732534.802803,11560,1.0841923952102661
1565732535.821053,11570,1.1127389669418335
1565732536.8586183,11580,1.241626262664795
1565732538.9688191,11600,1.3122655153274536
1565732540.0297139,11610,1.1247466802597046
1565732541.0916855,11620,1.097158432006836
1565732543.1931794,11640,1.201436161994934
1565732544.200844,11650,1.150500774383545
1565732546.2379205,11670,1.1301443576812744
1565732556.734619,11770,1.094848871231079
1565732559.8935423,11800,1.049474835395813
1565732560.949316,11810,1.227644681930542
1565732561.994608,11820,1.0928443670272827
1565732563.0176563,11830,1.144471526145935
1565732565.0892441,11850,1.2169722318649292
1565732566.141499,11860,1.1225411891937256
1565732567.1900387,11870,1.1656960248947144
1565732569.3022165,11890,1.1782159805297852
1565732572.4683726,11920,1.2131952047348022
1565732573.5107353,11930,1.1372170448303223
